date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,team
2025-02-26a, Caleb Durbin, Sal Frelick, Joey Ortiz, Oliver Dunn, Eric Haase, Ernesto Martinez Jr., Andruw Monasterio, Jared Oliva, Jimmy Herron,MIL
2025-02-26b, Brice Turang, William Contreras, Garrett Mitchell, Rhys Hoskins, Raynel Delgado, Vinny Capra, Isaac Collins, Brewer Hicklen, Jorge Alfaro,MIL
2025-02-27, Jackson Chourio, Brice Turang, William Contreras, Garrett Mitchell, Rhys Hoskins, Joey Ortiz, Sal Frelick, Jorge Alfaro, Raynel Delgado,MIL
2025-02-28, Oliver Dunn, Caleb Durbin, Jake Bauers, Mark Canha, Manuel Margot, Eric Haase, Vinny Capra, Brewer Hicklen, Jimmy Herron,MIL
2025-03-01, Jackson Chourio, Christian Yelich, William Contreras, Garrett Mitchell, Rhys Hoskins, Brice Turang, Joey Ortiz, Sal Frelick, Oliver Dunn,MIL
2025-03-02, Brice Turang, Jackson Chourio, Tyler Black, Mark Canha, Sal Frelick, Joey Ortiz, Manuel Margot, Jorge Alfaro, Caleb Durbin,MIL
2025-03-03, Caleb Durbin, Vinny Capra, Manuel Margot, Tyler Black, Oliver Dunn, Eric Haase, Raynel Delgado, Brewer Hicklen, Jared Oliva,MIL
2025-03-05a, Sal Frelick, Vinny Capra, Rhys Hoskins, Oliver Dunn, Manuel Margot, Eric Haase, Andruw Monasterio, Jorge Alfaro, Luis Lara,MIL
2025-03-05b, Brice Turang, Jackson Chourio, Christian Yelich, William Contreras, Garrett Mitchell, Tyler Black, Joey Ortiz, Mark Canha, Caleb Durbin,MIL
2025-03-06, Caleb Durbin, Sal Frelick, William Contreras, Garrett Mitchell, Jake Bauers, Isaac Collins, Cooper Pratt, Anthony Seigler, David Garcia,MIL
2025-03-08, Jackson Chourio, Christian Yelich, William Contreras, Rhys Hoskins, Manuel Margot, Garrett Mitchell, Brice Turang, Joey Ortiz, Caleb Durbin,MIL
2025-03-09, Sal Frelick, Vinny Capra, Tyler Black, Mark Canha, Oliver Dunn, Manuel Margot, Jake Bauers, Eric Haase, Raynel Delgado,MIL
2025-03-10, Jackson Chourio, Christian Yelich, William Contreras, Garrett Mitchell, Rhys Hoskins, Tyler Black, Joey Ortiz, Brice Turang, Andruw Monasterio,MIL
2025-03-11, Sal Frelick, Christian Yelich, Rhys Hoskins, Manuel Margot, Oliver Dunn, Jake Bauers, Vinny Capra, Jorge Alfaro, Raynel Delgado,MIL
2025-03-13, Brice Turang, Jackson Chourio, Garrett Mitchell, Mark Canha, Tyler Black, Joey Ortiz, Manuel Margot, Caleb Durbin, Eric Haase,MIL
2025-03-14, Brice Turang, Jackson Chourio, Christian Yelich, William Contreras, Sal Frelick, Rhys Hoskins, Garrett Mitchell, Joey Ortiz, Oliver Dunn,MIL
2025-03-15a, Sal Frelick, William Contreras, Christian Yelich, Rhys Hoskins, Joey Ortiz, Manuel Margot, Jorge Alfaro, Caleb Durbin, Cooper Pratt,MIL
2025-03-15b, Isaac Collins, Garrett Mitchell, Oliver Dunn, Mark Canha, Jake Bauers, Vinny Capra, Tyler Black, Eric Haase, Andruw Monasterio,MIL
2025-03-16, Sal Frelick, Jackson Chourio, Christian Yelich, William Contreras, Rhys Hoskins, Mark Canha, Vinny Capra, Caleb Durbin, Andruw Monasterio,MIL
2025-03-17, Andruw Monasterio, Oliver Dunn, Jackson Chourio, Garrett Mitchell, Mark Canha, Joey Ortiz, Tyler Black, Manuel Margot, Eric Haase,MIL
2025-03-18, Sal Frelick, Vinny Capra, Oliver Dunn, Jake Bauers, Isaac Collins, Manuel Margot, Caleb Durbin, Jorge Alfaro, Andruw Monasterio,MIL
2025-03-19, Jackson Chourio, Christian Yelich, William Contreras, Garrett Mitchell, Rhys Hoskins, Joey Ortiz, Vinny Capra, Tyler Black, Caleb Durbin,MIL
2025-03-21, Caleb Durbin, Jackson Chourio, William Contreras, Rhys Hoskins, Garrett Mitchell, Joey Ortiz, Jake Bauers, Oliver Dunn, Tyler Black,MIL
2025-03-22, Vinny Capra, Christian Yelich, Rhys Hoskins, Jake Bauers, Joey Ortiz, Isaac Collins, Eric Haase, Andruw Monasterio, Jared Oliva,MIL
2025-03-23a, Caleb Durbin, Andruw Monasterio, Jake Bauers, Isaac Collins, Blake Burke, Matthew Wood, Luis Lara, Jheremy Vargas, Jadher Areinamo,MIL
2025-03-23b, Brice Turang, Jackson Chourio, Christian Yelich, William Contreras, Garrett Mitchell, Rhys Hoskins, Oliver Dunn, Joey Ortiz, Vinny Capra,MIL
2025-03-24, Jackson Chourio, Christian Yelich, Rhys Hoskins, Sal Frelick, Joey Ortiz, Garrett Mitchell, Vinny Capra, Oliver Dunn, Ramon Rodriguez,MIL
2025-02-22, Masyn Winn, Brendan Donovan, Willson Contreras, Nolan Arenado, Lars Nootbaar, Ivan Herrera, Nolan Gorman, Jordan Walker, Michael Siani,STL
2025-02-23, Victor Scott II, Alec Burleson, Nolan Gorman, Luken Baker, Pedro Pages, Thomas Saggese, JJ Wetherholt, Matt Koperniak, Ryan Vilade,STL
2025-02-24, Masyn Winn, Brendan Donovan, Willson Contreras, Nolan Arenado, Ivan Herrera, Jordan Walker, Luken Baker, Matt Koperniak, Michael Siani,STL
2025-02-25, Victor Scott II, Alec Burleson, Lars Nootbaar, Nolan Gorman, Pedro Pages, Thomas Saggese, JJ Wetherholt, Jose Fermin, Nathan Church,STL
2025-02-26, Masyn Winn, Brendan Donovan, Jordan Walker, Nolan Arenado, Ivan Herrera, Luken Baker, Thomas Saggese, Matt Koperniak, Michael Siani,STL
2025-02-27, Victor Scott II, Lars Nootbaar, Willson Contreras, Nolan Arenado, Nolan Gorman, Pedro Pages, JJ Wetherholt, Michael Helman, Ryan Vilade,STL
2025-02-28, Masyn Winn, Brendan Donovan, Jordan Walker, Alec Burleson, Ivan Herrera, Luken Baker, Thomas Saggese, Matt Koperniak, Michael Siani,STL
2025-03-01, Victor Scott II, Lars Nootbaar, Willson Contreras, Nolan Arenado, Alec Burleson, Nolan Gorman, Pedro Pages, JJ Wetherholt, Jose Barrero,STL
2025-03-02, Masyn Winn, Brendan Donovan, Lars Nootbaar, Nolan Arenado, Ivan Herrera, Nolan Gorman, Jordan Walker, Luken Baker, Michael Siani,STL
2025-03-04a, Michael Siani, Lars Nootbaar, Jordan Walker, Alec Burleson, Nolan Gorman, Luken Baker, Thomas Saggese, Pedro Pages, JJ Wetherholt,STL
2025-03-04b, Masyn Winn, Victor Scott II, Willson Contreras, Nolan Arenado, Brendan Donovan, Ivan Herrera, Jose Fermin, Ryan Vilade, Matt Koperniak,STL
2025-03-05, Michael Siani, Alec Burleson, Ivan Herrera, Nolan Gorman, Luken Baker, JJ Wetherholt, Thomas Saggese, Jose Fermin, Ryan Vilade,STL
2025-03-06, Masyn Winn, Lars Nootbaar, Willson Contreras, Nolan Arenado, Brendan Donovan, Pedro Pages, Victor Scott II, Michael Helman, JJ Wetherholt,STL
2025-03-07, Masyn Winn, Victor Scott II, Lars Nootbaar, Nolan Arenado, Alec Burleson, Ivan Herrera, Nolan Gorman, Jose Fermin, Jose Barrero,STL
2025-03-08, Michael Siani, JJ Wetherholt, Willson Contreras, Luken Baker, Pedro Pages, Thomas Saggese, Matt Koperniak, Ryan Vilade, Michael Helman,STL
2025-03-09, Masyn Winn, Lars Nootbaar, Willson Contreras, Nolan Arenado, Alec Burleson, Ivan Herrera, Nolan Gorman, Jose Fermin, Victor Scott II,STL
2025-03-10, Masyn Winn, Brendan Donovan, Alec Burleson, Luken Baker, Nolan Gorman, Pedro Pages, Thomas Saggese, Victor Scott II, Michael Siani,STL
2025-03-11, Lars Nootbaar, Willson Contreras, Ivan Herrera, Nolan Arenado, Matt Koperniak, Jose Fermin, JJ Wetherholt, Jose Barrero, Ryan Vilade,STL
2025-03-12, Masyn Winn, Brendan Donovan, Lars Nootbaar, Nolan Arenado, Alec Burleson, Nolan Gorman, Pedro Pages, Victor Scott II, Michael Siani,STL
2025-03-13, Masyn Winn, Lars Nootbaar, Willson Contreras, Brendan Donovan, Ivan Herrera, Alec Burleson, Nolan Gorman, Thomas Saggese, Michael Siani,STL
2025-03-14, Victor Scott II, Jose Fermin, Jose Barrero, Nolan Gorman, Nolan Gorman, Luken Baker, Matt Koperniak, Ryan Vilade, Michael Helman,STL
2025-03-15, Masyn Winn, Lars Nootbaar, Willson Contreras, Nolan Arenado, Brendan Donovan, Jordan Walker, Alec Burleson, Pedro Pages, Michael Siani,STL
2025-03-16, Masyn Winn, Lars Nootbaar, Willson Contreras, Brendan Donovan, Ivan Herrera, Alec Burleson, Nolan Gorman, Victor Scott II, Michael Siani,STL
2025-03-17, Victor Scott II, Jordan Walker, Ivan Herrera, Nolan Gorman, Luken Baker, Jose Fermin, Jose Barrero, Ryan Vilade, Zach Levenson,STL
2025-03-18, Lars Nootbaar, Willson Contreras, Brendan Donovan, Nolan Arenado, Alec Burleson, Jordan Walker, Pedro Pages, Jose Fermin, Jose Barrero,STL
2025-03-19, Lars Nootbaar, Willson Contreras, Brendan Donovan, Nolan Arenado, Alec Burleson, Ivan Herrera, Nolan Gorman, Jose Fermin, Victor Scott II,STL
2025-03-21a, Michael Siani, Jordan Walker, Alec Burleson, Pedro Pages, Jose Fermin, Jose Barrero, Nathan Church, Wade Stauss, Ramon Mendoza,STL
2025-03-21b, Masyn Winn, Lars Nootbaar, Willson Contreras, Brendan Donovan, Ivan Herrera, Luken Baker, Victor Scott II, Cesar Prieto, Ryan Vilade,STL
2025-03-22, Masyn Winn, Lars Nootbaar, Willson Contreras, Nolan Arenado, Brendan Donovan, Alec Burleson, Jordan Walker, Pedro Pages, Michael Siani,STL
2025-03-23, Masyn Winn, Ivan Herrera, Brendan Donovan, Nolan Arenado, Nolan Gorman, Jordan Walker, Luken Baker, Victor Scott II, Michael Siani,STL
2025-02-20, Vidal Brujan, Michael Busch, Moises Ballesteros, Kevin Alcantara, Nicky Lopez, Reese McGuire, Christian Franklin, Gage Workman, James Triantos,CHC
2025-02-21, Ian Happ, Dansby Swanson, Seiya Suzuki, Pete Crow-Armstrong, Miguel Amaya, Jon Berti, Vidal Brujan, Jonathon Long, Gage Workman,CHC
2025-02-22, Kevin Alcantara, Michael Busch, Carson Kelly, Moises Ballesteros, Nicky Lopez, James Triantos, Gage Workman, Ben Cowles, Christian Franklin,CHC
2025-02-23, Ian Happ, Kyle Tucker, Seiya Suzuki, Dansby Swanson, Pete Crow-Armstrong, Vidal Brujan, Jonathon Long, Carlos Perez, BJ Murray Jr.,CHC
2025-02-24, Nicky Lopez, Michael Busch, Justin Turner, Miguel Amaya, Gage Workman, Travis Jankowski, Greg Allen, Kevin Alcantara, James Triantos,CHC
2025-02-25, Ian Happ, Kyle Tucker, Seiya Suzuki, Dansby Swanson, Pete Crow-Armstrong, Carson Kelly, Jon Berti, Vidal Brujan, Jonathon Long,CHC
2025-02-26, Nicky Lopez, Michael Busch, Justin Turner, Miguel Amaya, Gage Workman, Vidal Brujan, Travis Jankowski, Kevin Alcantara, Ben Cowles,CHC
2025-02-27, Ian Happ, Kyle Tucker, Seiya Suzuki, Michael Busch, Dansby Swanson, Pete Crow-Armstrong, Carson Kelly, Jon Berti, Nicky Lopez,CHC
2025-02-28, Vidal Brujan, Justin Turner, Miguel Amaya, Kevin Alcantara, James Triantos, Greg Allen, Travis Jankowski, Gage Workman, Ben Cowles,CHC
2025-03-01a, Ian Happ, Kyle Tucker, Seiya Suzuki, Dansby Swanson, Carson Kelly, Vidal Brujan, Jon Berti, Jonathon Long, Carlos Perez,CHC
2025-03-01b, James Triantos, Michael Busch, Pete Crow-Armstrong, Ben Cowles, Nicky Lopez, Moises Ballesteros, Travis Jankowski, Gage Workman, Parker Chavers,CHC
2025-03-02, Ian Happ, Matt Shaw, Justin Turner, Miguel Amaya, Jon Berti, Vidal Brujan, Greg Allen, Travis Jankowski, Christian Franklin,CHC
2025-03-03, Christian Franklin, Kyle Tucker, Seiya Suzuki, Michael Busch, Justin Turner, Dansby Swanson, Carson Kelly, Nicky Lopez, Gage Workman,CHC
2025-03-04, Ian Happ, Kyle Tucker, Seiya Suzuki, Michael Busch, Matt Shaw, Dansby Swanson, Pete Crow-Armstrong, Miguel Amaya, Jon Berti,CHC
2025-03-06, Ian Happ, Kyle Tucker, Seiya Suzuki, Michael Busch, Matt Shaw, Dansby Swanson, Pete Crow-Armstrong, Carson Kelly, Jon Berti,CHC
2025-03-08, Ian Happ, Seiya Suzuki, Kyle Tucker, Justin Turner, Dansby Swanson, Matt Shaw, Pete Crow-Armstrong, Miguel Amaya, Jon Berti,CHC
2025-03-09, Ian Happ, Seiya Suzuki, Kyle Tucker, Michael Busch, Justin Turner, Dansby Swanson, Pete Crow-Armstrong, Carson Kelly, Jon Berti,CHC
2025-03-10, Vidal Brujan, Matt Shaw, Justin Turner, Gage Workman, Gage Workman, Kevin Alcantara, James Triantos, Reese McGuire, Jonathon Long,CHC
2025-03-11, Ian Happ, Seiya Suzuki, Kyle Tucker, Michael Busch, Dansby Swanson, Matt Shaw, Pete Crow-Armstrong, Carson Kelly, Jon Berti,CHC
2025-03-21, Vidal Brujan, Nico Hoerner, Gage Workman, Kevin Alcantara, Moises Ballesteros, Jonathon Long, Christian Franklin, Greg Allen, Haydn McGeary,CHC
2025-03-22, Ian Happ, Seiya Suzuki, Kyle Tucker, Michael Busch, Matt Shaw, Dansby Swanson, Pete Crow-Armstrong, Carson Kelly, Jon Berti,CHC
2025-03-23, Pete Crow-Armstrong, Nico Hoerner, Justin Turner, Miguel Amaya, Matt Shaw, Gage Workman, Ben Cowles, Andy Garriola, Greg Allen,CHC
2025-03-24, Ian Happ, Seiya Suzuki, Kyle Tucker, Michael Busch, Justin Turner, Dansby Swanson, Carson Kelly, Gage Workman, Jon Berti,CHC
2025-03-25, Ian Happ, Kyle Tucker, Seiya Suzuki, Michael Busch, Dansby Swanson, Nico Hoerner, Pete Crow-Armstrong, Matt Shaw, Miguel Amaya,CHC
2025-02-21, Ketel Marte, Alek Thomas, Josh Naylor, Eugenio Suarez, Jake McCarthy, Gabriel Moreno, Randal Grichuk, Pavin Smith, Geraldo Perdomo,AZ
2025-02-22, Ketel Marte, Corbin Carroll, Lourdes Gurriel Jr., Eugenio Suarez, Pavin Smith, Jordan Lawlar, Blaze Alexander, Jose Herrera, Jorge Barrosa,AZ
2025-02-23, Gabriel Moreno, Alek Thomas, Randal Grichuk, Josh Naylor, Jake McCarthy, Geraldo Perdomo, Adrian Del Castillo, Ildemaro Vargas, Grae Kessinger,AZ
2025-02-24, Ketel Marte, Corbin Carroll, Lourdes Gurriel Jr., Eugenio Suarez, Pavin Smith, Jose Herrera, Jordan Lawlar, Garrett Hampson, Jorge Barrosa,AZ
2025-02-25, Jake McCarthy, Alek Thomas, Josh Naylor, Randal Grichuk, Adrian Del Castillo, Geraldo Perdomo, Ildemaro Vargas, Connor Kaiser, Rene Pinto,AZ
2025-02-26, Ketel Marte, Corbin Carroll, Lourdes Gurriel Jr., Eugenio Suarez, Pavin Smith, Gabriel Moreno, Jordan Lawlar, Cristian Pache, Jorge Barrosa,AZ
2025-02-27, Jake McCarthy, Alek Thomas, Josh Naylor, Randal Grichuk, Geraldo Perdomo, Jose Herrera, Ildemaro Vargas, Grae Kessinger, Garrett Hampson,AZ
2025-02-28, Ketel Marte, Corbin Carroll, Lourdes Gurriel Jr., Eugenio Suarez, Pavin Smith, Jordan Lawlar, Adrian Del Castillo, LuJames Groover, Jorge Barrosa,AZ
2025-03-01, Ketel Marte, Alek Thomas, Josh Naylor, Eugenio Suarez, Jake McCarthy, Gabriel Moreno, Geraldo Perdomo, A.J. Vukovich, Garrett Hampson,AZ
2025-03-02, Corbin Carroll, Alek Thomas, Pavin Smith, Lourdes Gurriel Jr., Jordan Lawlar, Ildemaro Vargas, Trey Mancini, Grae Kessinger, Jose Herrera,AZ
2025-03-03, Ketel Marte, Jake McCarthy, Josh Naylor, Eugenio Suarez, Gabriel Moreno, Randal Grichuk, Adrian Del Castillo, Geraldo Perdomo, Jorge Barrosa,AZ
2025-03-05, Ketel Marte, Jake McCarthy, Lourdes Gurriel Jr., Josh Naylor, Eugenio Suarez, Gabriel Moreno, Alek Thomas, Ildemaro Vargas, Geraldo Perdomo,AZ
2025-03-06a, Ketel Marte, Garrett Hampson, Josh Naylor, Eugenio Suarez, Randal Grichuk, Jordan Lawlar, Jose Herrera, Kristian Robinson, Jorge Barrosa,AZ
2025-03-06b, Jake McCarthy, Ildemaro Vargas, Geraldo Perdomo, Pavin Smith, Adrian Del Castillo, Trey Mancini, A.J. Vukovich, Grae Kessinger, Ryan Waldschmidt,AZ
2025-03-08a, Corbin Carroll, Alek Thomas, Pavin Smith, Eugenio Suarez, Randal Grichuk, Gabriel Moreno, Ildemaro Vargas, Garrett Hampson, Grae Kessinger,AZ
2025-03-08b, Ketel Marte, Geraldo Perdomo, Jake McCarthy, Josh Naylor, Jordan Lawlar, Adrian Del Castillo, Rene Pinto, Ryan Waldschmidt, Jorge Barrosa,AZ
2025-03-09a, Garrett Hampson, Jose Herrera, Lourdes Gurriel Jr., Eugenio Suarez, Randal Grichuk, Trey Mancini, Grae Kessinger, Connor Kaiser, Jack Hurley,AZ
2025-03-09b, Ketel Marte, Geraldo Perdomo, Jake McCarthy, Josh Naylor, Jordan Lawlar, Adrian Del Castillo, Tim Tawa, Druw Jones, Jorge Barrosa,AZ
2025-03-10, Corbin Carroll, Alek Thomas, Gabriel Moreno, Pavin Smith, LuJames Groover, Ildemaro Vargas, Angel Ortiz, Connor Kaiser, Kevin Graham,AZ
2025-03-11, Ketel Marte, Jake McCarthy, Lourdes Gurriel Jr., Josh Naylor, Eugenio Suarez, Randal Grichuk, Adrian Del Castillo, Jordan Lawlar, Geraldo Perdomo,AZ
2025-03-12, Ketel Marte, Alek Thomas, Corbin Carroll, Eugenio Suarez, Pavin Smith, Geraldo Perdomo, Ildemaro Vargas, Jose Herrera, Jorge Barrosa,AZ
2025-03-14, Ketel Marte, Corbin Carroll, Lourdes Gurriel Jr., Josh Naylor, Eugenio Suarez, Gabriel Moreno, Jake McCarthy, Alek Thomas, Geraldo Perdomo,AZ
2025-03-15, Ketel Marte, Jake McCarthy, Lourdes Gurriel Jr., Josh Naylor, Eugenio Suarez, Randal Grichuk, Pavin Smith, Jose Herrera, Geraldo Perdomo,AZ
2025-03-16, Gabriel Moreno, Alek Thomas, Corbin Carroll, Lourdes Gurriel Jr., Pavin Smith, Jordan Lawlar, Garrett Hampson, Ildemaro Vargas, Demetrio Crisantes,AZ
2025-03-17a, Ketel Marte, Alek Thomas, Corbin Carroll, Josh Naylor, Eugenio Suarez, Randal Grichuk, Trey Mancini, Jose Herrera, Geraldo Perdomo,AZ
2025-03-17b, Jake McCarthy, Garrett Hampson, Ildemaro Vargas, Pavin Smith, Jordan Lawlar, Rene Pinto, Caleb Roberts, Kevin Graham, Jack Hurley,AZ
2025-03-19, Ketel Marte, Corbin Carroll, Lourdes Gurriel Jr., Josh Naylor, Eugenio Suarez, Jake McCarthy, Gabriel Moreno, Alek Thomas, Geraldo Perdomo,AZ
2025-03-20, Garrett Hampson, Ildemaro Vargas, Randal Grichuk, Josh Naylor, Pavin Smith, Jose Herrera, Demetrio Crisantes, Gavin Conticello, Jack Hurley,AZ
2025-03-21, Ketel Marte, Corbin Carroll, Lourdes Gurriel Jr., Eugenio Suarez, Pavin Smith, Gabriel Moreno, Jake McCarthy, Alek Thomas, Geraldo Perdomo,AZ
2025-03-22, Ildemaro Vargas, Garrett Hampson, Jake McCarthy, Josh Naylor, Randal Grichuk, Jose Herrera, Demetrio Crisantes, Jack Hurley, LuJames Groover,AZ
2025-03-23a, Ketel Marte, Gabriel Moreno, Lourdes Gurriel Jr., Josh Naylor, Eugenio Suarez, Geraldo Perdomo, Ryan Waldschmidt, Gavin Conticello, Slade Caldwell,AZ
2025-03-23b, Alek Thomas, Garrett Hampson, Corbin Carroll, Pavin Smith, Caleb Roberts, Tommy Troy, Jack Hurley, Aramis Garcia, Connor Kaiser,AZ
2025-03-24, Ketel Marte, Corbin Carroll, Lourdes Gurriel Jr., Eugenio Suarez, Pavin Smith, Gabriel Moreno, Randal Grichuk, Jake McCarthy, Geraldo Perdomo,AZ
2025-03-25, Ketel Marte, Corbin Carroll, Lourdes Gurriel Jr., Josh Naylor, Eugenio Suarez, Jake McCarthy, Alek Thomas, Jose Herrera, Geraldo Perdomo,AZ
2025-02-20, Mookie Betts, Max Muncy, Teoscar Hernandez, James Outman, Eddie Rosario, David Bote, Hunter Feduccia, Hyeseong Kim, Dalton Rushing,LAD
2025-02-21, Mookie Betts, Tommy Edman, Michael Conforto, Austin Barnes, Enrique Hernandez, Miguel Rojas, Chris Taylor, Andy Pages, Ryan Ward,LAD
2025-02-22, James Outman, Teoscar Hernandez, Max Muncy, Eddie Rosario, David Bote, Hunter Feduccia, Hyeseong Kim, Austin Gauthier, Dalton Rushing,LAD
2025-02-23, Mookie Betts, Tommy Edman, Michael Conforto, Enrique Hernandez, Austin Barnes, Miguel Rojas, Chris Taylor, Andy Pages, Zyhir Hope,LAD
2025-02-24, Chris Taylor, Max Muncy, Teoscar Hernandez, Eddie Rosario, James Outman, David Bote, Andy Pages, Hunter Feduccia, Sean McLain,LAD
2025-02-25, Mookie Betts, Tommy Edman, Michael Conforto, Enrique Hernandez, Miguel Rojas, Eddie Rosario, Austin Barnes, James Outman, Ryan Ward,LAD
2025-02-26, Miguel Rojas, Max Muncy, Teoscar Hernandez, Chris Taylor, Andy Pages, David Bote, Hyeseong Kim, Hunter Feduccia, Josue De Paula,LAD
2025-02-27, Mookie Betts, Freddie Freeman, Michael Conforto, Enrique Hernandez, Tommy Edman, Austin Barnes, James Outman, David Bote, Griffin Lockwood-Powell,LAD
2025-02-28, Shohei Ohtani, Mookie Betts, Tommy Edman, Will Smith, Max Muncy, Enrique Hernandez, Michael Conforto, Miguel Rojas, Andy Pages,LAD
2025-03-01, Chris Taylor, Freddie Freeman, Teoscar Hernandez, James Outman, Austin Barnes, Eddie Rosario, David Bote, Hyeseong Kim, Griffin Lockwood-Powell,LAD
2025-03-02a, Shohei Ohtani, Teoscar Hernandez, Freddie Freeman, Will Smith, Max Muncy, Miguel Rojas, Chris Taylor, Eddie Rosario, Andy Pages,LAD
2025-03-02b, Mookie Betts, Tommy Edman, Michael Conforto, Enrique Hernandez, James Outman, David Bote, Hunter Feduccia, Zyhir Hope, Ryan Ward,LAD
2025-03-04, Shohei Ohtani, Mookie Betts, Freddie Freeman, Teoscar Hernandez, Will Smith, Max Muncy, Tommy Edman, Chris Taylor, Andy Pages,LAD
2025-03-05, Miguel Rojas, Chris Taylor, Michael Conforto, Enrique Hernandez, Austin Barnes, Eddie Rosario, Andy Pages, James Outman, David Bote,LAD
2025-03-06, Shohei Ohtani, Mookie Betts, Freddie Freeman, Teoscar Hernandez, Max Muncy, Will Smith, Michael Conforto, Tommy Edman, Miguel Rojas,LAD
2025-03-07, Tommy Edman, Michael Conforto, Teoscar Hernandez, Enrique Hernandez, Austin Barnes, Chris Taylor, James Outman, Michael Chavis, Hyeseong Kim,LAD
2025-03-08, Shohei Ohtani, Mookie Betts, Freddie Freeman, Will Smith, Max Muncy, Miguel Rojas, Chris Taylor, Andy Pages, Eddie Rosario,LAD
2025-03-09, Mookie Betts, Tommy Edman, Freddie Freeman, Teoscar Hernandez, Michael Conforto, Enrique Hernandez, Austin Barnes, James Outman, David Bote,LAD
2025-03-10, Shohei Ohtani, Tommy Edman, Freddie Freeman, Teoscar Hernandez, Max Muncy, Will Smith, Miguel Rojas, James Outman, Andy Pages,LAD
2025-03-11, Shohei Ohtani, Tommy Edman, Freddie Freeman, Teoscar Hernandez, Will Smith, Enrique Hernandez, Max Muncy, Miguel Rojas, Andy Pages,LAD
2025-03-23, Shohei Ohtani, Tommy Edman, Freddie Freeman, Teoscar Hernandez, Max Muncy, Will Smith, Michael Conforto, Miguel Rojas, Andy Pages,LAD
2025-03-24, Shohei Ohtani, Tommy Edman, Freddie Freeman, Teoscar Hernandez, Max Muncy, Enrique Hernandez, Michael Conforto, Miguel Rojas, Austin Barnes,LAD
2025-03-25, Shohei Ohtani, Mookie Betts, Freddie Freeman, Teoscar Hernandez, Max Muncy, Will Smith, Michael Conforto, Tommy Edman, Andy Pages,LAD
2025-02-22, LaMonte Wade Jr., Marco Luciano, Jung Hoo Lee, Luis Matos, Jake Lamb, Sam Huff, Casey Schmitt, Brett Wisely, Osleivis Basabe,SF
2025-02-23, Grant McCray, Willy Adames, Mike Yastrzemski, Jerar Encarnacion, Wilmer Flores, Patrick Bailey, Brett Wisely, Christian Koss, Christian Koss,SF
2025-02-24a, LaMonte Wade Jr., Willy Adames, Jung Hoo Lee, Matt Chapman, Wilmer Flores, Casey Schmitt, Luis Matos, Wade Meckler, Max Stassi,SF
2025-02-24b, Grant McCray, Marco Luciano, Mike Yastrzemski, Jerar Encarnacion, Patrick Bailey, Sam Huff, Jake Lamb, Brett Wisely, Osleivis Basabe,SF
2025-02-25, Grant McCray, Marco Luciano, Luis Matos, Jerar Encarnacion, Casey Schmitt, Sam Huff, Bryce Eldridge, Sergio Alcantara, Osleivis Basabe,SF
2025-02-26, Jung Hoo Lee, Willy Adames, Matt Chapman, Jerar Encarnacion, Wilmer Flores, Casey Schmitt, Patrick Bailey, Mike Yastrzemski, David Villar,SF
2025-02-27, LaMonte Wade Jr., Marco Luciano, Jung Hoo Lee, Luis Matos, Sam Huff, Brett Wisely, Casey Schmitt, Wade Meckler, Christian Koss,SF
2025-02-28, LaMonte Wade Jr., Willy Adames, Patrick Bailey, Matt Chapman, Wilmer Flores, Mike Yastrzemski, Tyler Fitzgerald, Luis Matos, Marco Luciano,SF
2025-03-01, Grant McCray, Luis Matos, Jung Hoo Lee, Jerar Encarnacion, Casey Schmitt, David Villar, Sergio Alcantara, Max Stassi, Christian Koss,SF
2025-03-02, LaMonte Wade Jr., Willy Adames, Jung Hoo Lee, Matt Chapman, Wilmer Flores, Mike Yastrzemski, Jerar Encarnacion, Tyler Fitzgerald, Sam Huff,SF
2025-03-04, LaMonte Wade Jr., Heliot Ramos, Jung Hoo Lee, Jerar Encarnacion, Patrick Bailey, Luis Matos, Tyler Fitzgerald, Brett Wisely, Casey Schmitt,SF
2025-03-05, Wade Meckler, Willy Adames, Wilmer Flores, Matt Chapman, Jerar Encarnacion, Mike Yastrzemski, Sam Huff, Grant McCray, Casey Schmitt,SF
2025-03-06, LaMonte Wade Jr., Willy Adames, Jung Hoo Lee, Matt Chapman, Heliot Ramos, Patrick Bailey, Wilmer Flores, Mike Yastrzemski, Tyler Fitzgerald,SF
2025-03-08, LaMonte Wade Jr., Willy Adames, Jung Hoo Lee, Matt Chapman, Heliot Ramos, Mike Yastrzemski, Wilmer Flores, Tyler Fitzgerald, Max Stassi,SF
2025-03-09a, Wade Meckler, Tyler Fitzgerald, LaMonte Wade Jr., Luis Matos, Jake Lamb, Casey Schmitt, Grant McCray, Max Stassi, Max Stassi,SF
2025-03-09b, Heliot Ramos, Willy Adames, Jung Hoo Lee, Matt Chapman, Wilmer Flores, Patrick Bailey, Mike Yastrzemski, Jerar Encarnacion, Brett Wisely,SF
2025-03-10, Grant McCray, Luis Matos, Jake Lamb, Jerar Encarnacion, Sam Huff, Brett Wisely, Casey Schmitt, David Villar, Sergio Alcantara,SF
2025-03-12, Heliot Ramos, Tyler Fitzgerald, Luis Matos, Jerar Encarnacion, Sam Huff, Casey Schmitt, Brett Wisely, David Villar, Grant McCray,SF
