Christopher Morel    5.39
Mike Tauchman        2.29
Jared Young          7.08
Jeimer Candelario    4.37
Pete Crow-Armstrong  4.50
Alexander Canario    7.75
Josh Rojas           5.52
Ketel Marte          1.69
Lourdes Gurriel Jr.  4.52
Christian Walker     4.01
Corbin Carroll       2.97
Gabriel Moreno       7.30
Jake McCarthy        7.12
Alek Thomas          7.31
Geraldo Perdomo      6.12
Kyle Lewis           2.80
Evan Longoria        5.27
Nick Ahmed           7.55
Jose Herrera         8.78
Pavin Smith          4.25
Emmanuel Rivera      5.12
Dominic Fletcher     7.21
Carson Kelly         8.17
Dominic Canzone      6.12
Tommy Pham           4.17
Buddy Kennedy        4.14
Jordan Lawlar        5.89
Seby Zavala          8.55
Mookie Betts         1.00
Freddie Freeman      2.00
Will Smith           3.02
Max Muncy            4.17
J.D. Martinez        4.28
David Peralta        5.69
Miguel Vargas        6.45
James Outman         6.92
Miguel Rojas         8.45
Chris Taylor         6.39
Trayce Thompson      7.20
Austin Barnes        9.00
Jason Heyward        6.00
Austin Wynns         8.64
Michael Busch        8.06
Jonny Deluca         7.40
Yonny Hernandez      9.00
Enrique Hernandez    6.77
Amed Rosario         2.86
Kolten Wong          8.20
LaMonte Wade Jr.     1.81
Michael Conforto     4.26
Thairo Estrada       2.97
Joc Pederson         3.24
Mike Yastrzemski     4.69
David Villar         6.44
Brandon Crawford     7.79
Blake Sabol          6.79
Roberto Perez        9.00
J.D. Davis           4.05
Wilmer Flores        3.09
Bryce Johnson        9.00
Heliot Ramos         7.88
Joey Bart            7.80
Matt Beaty           6.37
Brett Wisely         8.62
Austin Slater        2.19
Mitch Haniger        4.82
Cal Stevenson        9.00
Casey Schmitt        7.83
Patrick Bailey       6.08
Luis Matos           6.75
Isan Diaz            8.29
Marco Luciano        6.62
AJ Pollock           6.75
Mark Mathias         7.76
Wade Meckler         6.00
Johan Camargo        7.80
Tyler Fitzgerald     8.70
Steven Kwan          1.00
Jose Ramirez         2.72
Josh Bell            4.03
Josh Naylor          3.95
Oscar Gonzalez       5.04
Andres Gimenez       5.08
Mike Zunino          7.67
Myles Straw          8.32
Cam Gallagher        8.94
Gabriel Arias        6.78
Will Brennan         6.80
Tyler Freeman        5.64
David Fry            6.24
Brayan Rocchio       6.14
Bo Naylor            8.31
Kole Calhoun         3.98
Jose Tena            8.75
Zack Collins         8.50
Eric Haase           7.30
Julio Rodriguez      1.90
Ty France            3.95
Teoscar Hernandez    4.71
Cal Raleigh          4.77
Eugenio Suarez       4.17
Jarred Kelenic       4.73
Cooper Hummel        7.67
J.P. Crawford        2.71
Tommy La Stella      7.20
Tom Murphy           7.09
Sam Haggerty         8.22
Jose Caballero       8.41
Taylor Trammell      7.75
Mike Ford            7.08
Dylan Moore          7.44
Cade Marlowe         7.57
Brian O'Keefe        8.50
Luis Arraez          1.77
Jean Segura          6.15
Garrett Cooper       4.38
Jazz Chisholm Jr.    3.31
Jorge Soler          2.12
Avisail Garcia       5.34
Yuli Gurriel         5.29
Nick Fortes          8.00
Jon Berti            6.29
Bryan De La Cruz     4.23
Jesus Sanchez        5.43
Joey Wendle          7.35
Jacob Stallings      8.29
Garrett Hampson      7.82
Peyton Burdick       7.11
Xavier Edwards       7.79
Jonathan Davis       8.04
Jacob Amaya          8.67
Dane Myers           8.18
Jake Burger          5.24
Brandon Nimmo        1.11
Starling Marte       3.88
Francisco Lindor     2.70
Pete Alonso          3.84
Jeff McNeil          4.23
Tomas Nido           8.94
Daniel Vogelbach     5.86
Luis Guillorme       8.38
Omar Narvaez         8.03
Tim Locastro         8.59
Francisco Alvarez    6.66
Brett Baty           6.74
Michael Perez        9.00
Mark Vientos         6.61
Gary Sanchez         6.62
Danny Mendick        8.32
DJ Stewart           6.18
Rafael Ortega        7.37
Jonathan Arauz       8.47
Abraham Almonte      5.67
Ronny Mauricio       4.80
Luis Garcia          3.95
Joey Meneses         3.39
Dominic Smith        5.37
Keibert Ruiz         4.56
Corey Dickerson      5.88
Lane Thomas          2.26
CJ Abrams            4.79
Victor Robles        8.59
Alex Call            6.59
Ildemaro Vargas      6.83
Michael Chavis       7.30
Riley Adams          7.23
Stone Garrett        5.62
Jake Alu             7.27
Derek Hill           8.31
Blake Rutherford     8.18
Jeter Downs          9.00
Carter Kieboom       5.83
Jacob Young          8.50
Travis Blankenhorn   5.20
Drew Millas          7.38
Ramon Urias          7.04
Adley Rutschman      1.72
Ryan Mountcastle     3.64
Anthony Santander    3.11
Austin Hays          4.47
Gunnar Henderson     3.70
Jorge Mateo          8.25
Cedric Mullins       3.96
Ryan McKenna         8.27
Terrin Vavra         7.93
Adam Frazier         6.62
Kyle Stowers         6.78
Anthony Bemboom      9.00
James McCann         7.48
Ryan O'Hearn         4.85
Joey Ortiz           8.91
Aaron Hicks          6.62
Josh Lester          7.83
Jordan Westburg      6.98
Colton Cowser        7.47
Heston Kjerstad      6.25
Xander Bogaerts      3.99
Juan Soto            2.82
Manny Machado        3.40
Nelson Cruz          5.48
Jake Cronenworth     5.24
Austin Nola          8.25
Ha-Seong Kim         3.68
Trent Grisham        7.79
Jose Azocar          8.52
Matt Carpenter       6.28
Luis Campusano       6.41
Rougned Odor         6.86
David Dahl           8.00
Brandon Dixon        7.40
Brett Sullivan       8.79
Fernando Tatis Jr.   1.83
Adam Engel           9.00
Alfonso Rivas        6.91
Matthew Batten       7.73
Taylor Kohlwey       7.67
Ji Man Choi          5.20
Ben Gamel            8.00
Jurickson Profar     1.86
Eguy Rosario         8.78
Trea Turner          2.53
Kyle Schwarber       1.86
J.T. Realmuto        5.43
Darick Hall          6.92
Nick Castellanos     3.90
Bryson Stott         4.30
Alec Bohm            5.23
Jake Cave            8.14
Brandon Marsh        7.27
Josh Harrison        7.38
Edmundo Sosa         7.88
Cristian Pache       8.67
Garrett Stubbs       8.62
Kody Clemens         7.95
Bryce Harper         3.32
Dalton Guthrie       9.00
Drew Ellis           7.71
Johan Rojas          8.83
Rodolfo Castro       6.61
Weston Wilson        7.00
Ke'Bryan Hayes       3.21
Bryan Reynolds       2.00
Andrew McCutchen     2.48
Connor Joe           3.84
Oneil Cruz           1.62
Ji Hwan Bae          5.78
Austin Hedges        8.97
Canaan Smith-Njigba  6.25
Jack Suwinski        4.61
Jason Delay          8.92
Tucupita Marcano     5.45
Drew Maggi           8.00
Miguel Andujar       5.45
Chris Owings         8.00
Josh Palacios        4.76
Henry Davis          4.88
Cal Mitchell         7.00
Nick Gonzales        7.28
Jared Triolo         6.43
Endy Rodriguez       6.06
Liover Peguero       7.23
Alika Williams       8.62
Vinny Capra          7.20
Joshua Palacios      5.38
Marcus Semien        1.05
Corey Seager         2.00
Nathaniel Lowe       3.24
Adolis Garcia        4.06
Josh Jung            4.81
Robbie Grossman      5.56
Mitch Garver         5.87
Brad Miller          7.60
Josh H. Smith        7.72
Jonah Heim           6.11
Ezequiel Duran       7.21
Travis Jankowski     5.67
Bubba Thompson       8.79
Leody Taveras        8.49
Sandy Leon           8.91
Sam Huff             7.80
J.P. Martinez        6.44
Evan Carter          9.00
Jonathan Ornelas     8.50
Yandy Diaz           1.06
Brandon Lowe         3.10
Randy Arozarena      3.31
Wander Franco        2.19
Luke Raley           5.20
Jose Siri            7.47
Taylor Walls         7.08
Josh Lowe            5.29
Francisco Mejia      8.60
Isaac Paredes        4.90
Harold Ramirez       4.20
Manuel Margot        7.19
Christian Bethancourt 8.24
Vidal Brujan         8.55
Jonathan Aranda      6.65
Rene Pinto           8.94
Curtis Mead          5.55
Osleivis Basabe      7.14
Tristan Gray         8.00
Junior Caminero      3.14
Alex Verdugo         2.33
Rafael Devers        3.05
Justin Turner        2.76
Masataka Yoshida     3.73
Adam Duvall          4.81
Triston Casas        5.74
Christian Arroyo     6.94
Reese McGuire        8.19
Rob Refsnyder        2.60
Connor Wong          8.42
Yu Chang             8.91
Bobby Dalbec         7.20
Jarren Duran         4.07
Enmanuel Valdez      8.00
Pablo Reyes          7.50
David Hamilton       8.27
Caleb Hamilton       9.00
Jorge Alfaro         6.58
Trevor Story         5.85
Wilyer Abreu         5.26
Ceddanne Rafaela     1.35
Jonathan India       2.22
Spencer Steer        4.16
Wil Myers            5.74
Tyler Stephenson     5.81
Kevin Newman         5.12
Stuart Fairchild     6.76
Curt Casali          8.81
Jose Barrero         8.36
TJ Friedl            2.69
Jake Fraley          3.79
Jason Vosler         6.00
Will Benson          8.02
Luke Maile           8.89
Nick Senzel          5.78
Henry Ramos          6.05
Matt McLain          2.24
TJ Hopkins           8.44
Elly De La Cruz      3.59
Joey Votto           5.72
Christian Encarnacion-Str 5.78
Noelvi Marte         6.67
Nick Martini         4.18
Harrison Bader       5.65
Alejo Lopez          7.00
Yonathan Daza        6.00
Kris Bryant          2.72
Charlie Blackmon     1.32
Ryan McMahon         3.77
Elehuris Montero     6.32
Elias Diaz           4.61
Harold Castro        7.27
Ezequiel Tovar       5.01
Brian Serven         9.00
Alan Trejo           7.56
Brenton Doyle        8.34
Michael Toglia       7.08
Nolan Jones          4.83
Coco Montes          7.70
Connor Kaiser        9.00
Brendan Rodgers      4.31
Cole Tucker          8.00
Hunter Goodman       6.42
Sean Bouchard        7.20
Bobby Witt Jr.       1.94
MJ Melendez          3.65
Salvador Perez       3.31
Vinnie Pasquantino   2.66
Franmil Reyes        5.80
Hunter Dozier        7.04
Kyle Isbel           7.52
Nate Eaton           8.53
Michael Massey       5.52
Edward Olivares      5.05
Jackie Bradley Jr.   8.56
Matt Duffy           6.48
Nick Pratto          4.37
Freddy Fermin        6.38
Maikel Garcia        3.03
Drew Waters          7.56
Dairon Blanco        8.56
Samad Taylor         7.65
Nick Loftin          7.00
Logan Porter         7.89
Tyler Cropley        7.50
Nick Maton           4.77
Riley Greene         2.27
Javier Baez          4.50
Kerry Carpenter      4.25
Austin Meadows       4.75
Spencer Torkelson    3.50
Miguel Cabrera       6.18
Zach McKinstry       2.97
Matt Vierling        3.80
Jonathan Schoop      7.18
Jake Rogers          7.89
Ryan Kreidler        9.00
Akil Baddoo          4.78
Tyler Nevin          6.12
Zack Short           7.83
Andy Ibanez          5.20
Jake Marisnick       8.96
Parker Meadows       6.51
Andre Lipcius        6.62
Max Kepler           4.23
Carlos Correa        2.61
Byron Buxton         3.08
Trevor Larnach       5.02
Jose Miranda         5.11
Nick Gordon          6.18
Joey Gallo           6.57
Christian Vazquez    7.99
Michael A. Taylor    8.74
Ryan Jeffers         6.83
Donovan Solano       3.36
Willi Castro         6.42
Kyle Farmer          6.04
Matt Wallner         6.35
Edouard Julien       1.91
Kyle Garlick         5.50
Jorge Polanco        2.79
Alex Kirilloff       3.78
Royce Lewis          4.27
Andrew Stevenson     6.71
Tim Anderson         1.25
Luis Robert Jr.      2.94
Andrew Benintendi    2.05
Eloy Jimenez         3.87
Yoan Moncada         4.36
Gavin Sheets         5.98
Yasmani Grandal      6.14
Oscar Colas          7.68
Elvis Andrus         7.11
Andrew Vaughn        4.40
Hanser Alberto       7.10
Romy Gonzalez        8.42
Lenyn Sosa           8.09
Adam Haseley         7.29
Clint Frazier        6.59
Zach Remillard       7.31
Korey Lee            9.00
Tyler Naquin         7.50
DJ LeMahieu          3.23
Aaron Judge          2.01
Anthony Rizzo        3.07
Giancarlo Stanton    3.70
Gleyber Torres       2.66
Oswaldo Cabrera      7.52
Jose Trevino         8.12
Anthony Volpe        6.01
Isiah Kiner-Falefa   6.14
Kyle Higashioka      8.27
Franchy Cordero      6.74
Willie Calhoun       4.75
Oswald Peraza        6.83
Jake Bauers          3.90
Ben Rortvedt         8.92
Greg Allen           8.33
Billy McKinney       6.29
Everson Pereira      7.42
Jasson Dominguez     3.25
Austin Wells         4.67
Estevan Florial      6.17
