,player,realised_curr,realised_prev,mean_pos_curr,mean_pos_prev,ngames_curr,ngames_prev,volatility,curr_projection,future_projection
52,Brian Anderson,670.0,95.0,3.410596026490066,6.285714285714286,151.0,21.0,0.01806462586691524,304.86092857142853,627.9692682119205
53,Robbie Grossman,465.0,456.0,5.304761904761905,4.245283018867925,105.0,106.0,0.0041956208138886255,510.63166981132076,502.0100238095238
54,Kris Bryant,457.0,665.0,2.711340206185567,2.2684563758389262,97.0,149.0,0.0034552082689069037,639.6146677852348,530.1295515463917
55,Ben Gamel,293.0,550.0,7.231884057971015,4.1171875,69.0,128.0,0.007998427253261454,559.2181328125,392.142615942029
56,Eduardo Escobar,631.0,499.0,3.019607843137255,5.256637168141593,51.0,113.0,0.009499045030419087,519.6060486725664,613.3116568627452
57,Johan Camargo,524.0,256.0,5.877049180327869,6.711864406779661,122.0,59.0,0.005626465357655932,380.0830593220339,524.4222459016394
58,Trea Turner,740.0,447.0,2.1801242236024843,1.38,161.0,100.0,0.01232582676422806,541.6182,678.2086614906832
59,Kurt Suzuki,388.0,309.0,5.267441860465116,5.828571428571428,86.0,70.0,0.010142063676020253,417.52264285714284,463.9722325581395
60,Jason Heyward,489.0,481.0,4.490909090909091,6.153846153846154,110.0,117.0,0.01145789508389871,499.4941153846154,524.0895909090909
61,Maikel Franco,465.0,623.0,6.245454545454545,5.114864864864865,110.0,148.0,0.0039005542844609176,583.3618986486487,490.35954545454547
62,Didi Gregorius,569.0,570.0,3.875,5.268656716417911,128.0,134.0,0.00773895974472128,554.9571865671642,571.717625
63,Jon Jay,586.0,433.0,1.4615384615384615,3.842696629213483,65.0,89.0,0.004978133426561655,504.117702247191,610.1083461538461
64,Stephen Piscotty,605.0,401.0,6.136986301369863,4.413043478260869,146.0,92.0,0.005841661027436083,481.0539565217391,561.7029246575343
65,Corey Seager,115.0,613.0,2.090909090909091,2.0,22.0,135.0,0.0004591368227731866,616.9395,366.8135909090909
66,Wilmer Flores,429.0,362.0,3.611111111111111,4.851851851851852,90.0,81.0,0.007414774170604073,456.1193148148148,504.9858888888889
67,Jed Lowrie,680.0,645.0,2.966442953020134,3.2534246575342465,149.0,146.0,0.002909776631766844,617.4158356164384,638.4701040268457
68,Yasiel Puig,444.0,570.0,6.561904761904762,6.684210526315789,105.0,133.0,0.001542606167325861,537.425552631579,475.9403095238095
69,Giancarlo Stanton,705.0,692.0,3.1483870967741936,2.6258064516129034,155.0,155.0,0.007279454272170194,648.6888870967741,648.7167258064517
70,Yan Gomes,435.0,383.0,7.247619047619048,8.0,105.0,96.0,0.00343849895282187,427.6295,462.9477380952381
71,Domingo Santana,235.0,607.0,4.586956521739131,3.9574468085106385,46.0,141.0,0.0016014644940377815,589.6965212765957,395.90004347826084
72,George Springer,620.0,629.0,1.1176470588235294,1.1151079136690647,136.0,139.0,5.596578225208213e-09,635.8988884892086,631.3674411764706
73,Ender Inciarte,660.0,718.0,4.142857142857143,1.3,154.0,160.0,0.01397322160613557,678.1089999999999,613.9002142857142
74,Derek Dietrich,551.0,464.0,2.9243697478991595,6.066666666666666,119.0,105.0,0.012505551240103883,492.0738333333333,574.4911806722689
75,Shin-Soo Choo,665.0,636.0,1.323943661971831,2.085714285714286,142.0,140.0,0.002932783375864397,627.3779285714286,651.3124577464789
76,Ryan Zimmerman,323.0,576.0,4.816901408450704,4.12781954887218,71.0,133.0,0.008725245718819661,572.086454887218,437.052176056338
77,Brandon Nimmo,535.0,215.0,3.0840336134453783,3.977272727272727,119.0,44.0,0.004832456803820214,393.45097727272724,564.513743697479
78,Danny Valencia,282.0,500.0,5.485294117647059,5.3418803418803416,68.0,117.0,0.00462337437915125,519.0503119658119,408.27413235294114
79,Jedd Gyorko,402.0,481.0,5.50561797752809,4.592920353982301,89.0,113.0,0.0219108027445092,518.8261814159292,468.0224213483146
80,Josh Bell,583.0,620.0,4.355555555555555,4.373239436619718,135.0,142.0,0.002358238575369215,591.0469295774648,572.7659444444445
81,Yadier Molina,503.0,543.0,4.109243697478991,5.037593984962406,119.0,133.0,0.01059025532976756,544.3188984962405,535.8165168067227
82,Ozzie Albies,684.0,244.0,2.6466666666666665,4.293103448275862,150.0,58.0,0.002934633960159129,404.03941379310345,644.4305333333333
83,Denard Span,501.0,542.0,4.894736842105263,1.4166666666666667,76.0,120.0,0.02577281257480934,588.6640833333333,525.0881842105264
84,Mark Trumbo,358.0,603.0,4.806818181818182,5.006993006993007,88.0,143.0,0.000999225376410691,574.6978916083916,454.6770568181818
85,Cody Bellinger,632.0,548.0,4.894736842105263,4.275590551181103,133.0,127.0,0.004072569787340314,556.2563110236221,590.5881842105264
86,Jonathan Villar,515.0,436.0,5.7936507936507935,2.1868131868131866,63.0,91.0,0.020524780394540264,526.1258186813186,520.9551349206349
87,Ketel Marte,580.0,255.0,5.153846153846154,6.12280701754386,130.0,57.0,0.0071810058787116805,386.8785350877193,561.3791153846154
88,Francisco Cervelli,404.0,304.0,4.8061224489795915,6.213333333333333,98.0,75.0,0.006997171960242903,410.25736666666666,477.6856734693878
89,Nomar Mazara,536.0,616.0,3.6693548387096775,3.6267605633802815,124.0,142.0,0.006621155278020956,598.2920704225352,557.7645403225806
90,Matt Carpenter,677.0,622.0,1.6470588235294117,1.7535211267605635,153.0,142.0,0.0017962666218835424,624.4921408450705,653.3106764705883
91,Justin Upton,613.0,635.0,3.368794326241135,2.925925925925926,141.0,27.0,0.003992514031877875,616.4719074074073,599.9869822695035
92,Amed Rosario,592.0,170.0,5.237410071942446,6.627906976744186,139.0,43.0,0.013903214169115505,338.12287209302326,566.3441762589928
93,Nelson Cruz,591.0,645.0,3.9214285714285713,3.9006622516556293,140.0,151.0,7.73937193549113e-06,609.399798013245,582.1426071428571
94,Elvis Andrus,428.0,689.0,2.6808510638297873,2.892405063291139,94.0,158.0,0.005211014751035767,643.8870632911392,516.007159574468
95,Nick Williams,448.0,343.0,5.118811881188119,4.1645569620253164,101.0,79.0,0.006092244386993569,455.13146202531647,495.81301485148515
96,Scott Schebler,430.0,531.0,3.648936170212766,6.076923076923077,94.0,130.0,0.008905563546890984,525.4468076923076,505.0174255319149
97,Andrew McCutchen,682.0,650.0,2.393700787401575,3.5454545454545454,127.0,154.0,0.0053909079351675705,616.2990454545454,646.5635157480315
98,Marcus Semien,703.0,386.0,3.4522292993630574,2.011764705882353,157.0,85.0,0.004588872210276731,503.29379411764705,643.9536401273886
99,Ryan Braun,447.0,425.0,3.948453608247423,2.95959595959596,97.0,99.0,0.012394325421683351,511.05490404040404,509.80790206185566
100,Brandon Crawford,594.0,570.0,5.302158273381295,5.088888888888889,139.0,135.0,0.004875705636949026,557.1836111111111,566.5422697841727
101,Hanley Ramirez,195.0,553.0,2.857142857142857,4.624,42.0,125.0,0.03256083446712018,554.44126,397.3237857142857
102,Joe Panik,392.0,573.0,3.235955056179775,4.007692307692308,89.0,130.0,0.0015460504500349895,572.0742307692308,491.13219662921347
103,Jurickson Profar,594.0,70.0,4.5036496350364965,8.5,137.0,18.0,0.02004376762868405,264.937,576.431799270073
104,Gregory Polanco,535.0,411.0,3.446280991735537,4.618556701030927,121.0,97.0,0.013335499157296933,483.50867525773197,560.0273099173553
105,Chris Taylor,604.0,568.0,3.4453125,2.6904761904761907,128.0,126.0,0.0007143860811589296,585.8879523809524,594.5393046875
106,C.J. Cron,560.0,373.0,3.6,6.0,125.0,91.0,0.00938135415744207,447.3995,570.6234999999999
107,Wil Myers,343.0,649.0,2.5657894736842106,3.3376623376623376,76.0,154.0,0.008778263104269508,618.372551948052,474.93219736842104
108,Rougned Odor,535.0,651.0,4.1138211382113825,5.773584905660377,123.0,159.0,0.0057395903817285135,589.2036509433963,551.759825203252
109,Brandon Belt,456.0,451.0,3.5841584158415842,3.16,101.0,100.0,0.00819745014105371,521.5729,518.819698019802
110,Eric Hosmer,677.0,671.0,2.9869281045751634,3.7639751552795033,153.0,161.0,0.00956385435244377,624.0926677018633,636.7163954248366
111,Miguel Rojas,528.0,306.0,5.4227642276422765,7.486111111111111,123.0,72.0,0.023470332353692402,395.4940138888889,532.0485650406504
112,Kevin Pillar,542.0,632.0,5.615384615384615,4.587837837837838,130.0,148.0,0.010121611896559921,594.3891283783784,536.6629615384616
113,Mike Moustakas,635.0,598.0,5.0,4.4375,51.0,144.0,0.004901024460558855,579.2510625,590.7845
114,Jordy Mercer,436.0,558.0,7.696428571428571,6.644927536231884,112.0,138.0,0.005042057321248181,531.9120724637681,457.88923214285717
115,Victor Martinez,508.0,435.0,4.411290322580645,4.865384615384615,124.0,104.0,0.009755259954121317,492.45171153846155,534.5756693548387
116,Yonder Alonso,574.0,521.0,5.2748091603053435,4.7701149425287355,131.0,87.0,0.0020798118769250994,536.6316264367816,556.8809885496183
117,Josh Harrison,374.0,542.0,3.4216867469879517,2.3333333333333335,83.0,123.0,0.012284441596552535,577.3111666666666,479.8319096385542
118,Addison Russell,465.0,385.0,6.962962962962963,5.933333333333334,108.0,90.0,0.0044989330894680685,454.22516666666667,481.4732037037037
119,Kendrys Morales,471.0,608.0,4.830188679245283,4.283687943262412,106.0,141.0,0.0020849179690874634,586.156024822695,510.88761320754713
120,Kolten Wong,407.0,411.0,7.206185567010309,6.157894736842105,97.0,95.0,0.0013469720042050598,464.4439736842105,449.4608917525773
121,Bryce Harper,695.0,492.0,2.8636363636363638,2.908256880733945,154.0,109.0,0.004101602185605128,545.1907385321101,647.2433636363636
122,Willson Contreras,544.0,428.0,5.413223140495868,5.0,121.0,95.0,0.0031527817010583593,487.2845,540.1667314049587
123,Hunter Renfroe,441.0,479.0,3.7628865979381443,5.245762711864407,97.0,118.0,0.007635801805163236,509.7407288135593,509.1061494845361
124,Joc Pederson,443.0,323.0,2.4719101123595504,5.837837837837838,89.0,74.0,0.01140200669419953,424.40787837837837,526.094893258427
125,Aaron Hicks,581.0,361.0,3.623076923076923,3.3766233766233764,130.0,77.0,0.015234403735902239,473.89001948051947,580.8376923076924
126,Tucker Barnhart,522.0,423.0,5.254237288135593,8.028846153846153,118.0,104.0,0.02937326657145647,447.2722403846154,531.1357711864407
127,Mark Reynolds,235.0,593.0,5.372093023255814,4.77536231884058,43.0,138.0,0.0072260982606345454,572.5666376811594,386.1761279069767
128,Freddy Galvis,656.0,663.0,5.720496894409938,4.290322580645161,161.0,155.0,0.016821908813187365,613.5738548387096,592.361145962733
129,Marwin Gonzalez,552.0,515.0,5.886363636363637,5.841666666666667,132.0,120.0,0.0011787062544638298,520.3604583333333,538.3068863636363
130,Matt Olson,660.0,216.0,5.066225165562914,5.083333333333333,151.0,48.0,0.006289488873403321,380.25241666666665,602.4643013245034
131,Khris Davis,654.0,652.0,3.979591836734694,3.933774834437086,147.0,151.0,0.00011662209441883315,612.4896986754967,612.9222551020408
132,Rhys Hoskins,660.0,212.0,2.5850340136054424,3.9607843137254903,147.0,51.0,0.022731239132085183,392.1551862745098,633.1938537414966
133,Randal Grichuk,462.0,442.0,4.908256880733945,6.51,109.0,100.0,0.002629334885765321,475.58315,505.4207385321101
134,Manuel Margot,519.0,529.0,5.491803278688525,1.3951612903225807,122.0,124.0,0.01423352423889075,582.4304274193548,526.6935163934427
135,Albert Pujols,498.0,636.0,4.156521739130435,3.391891891891892,115.0,148.0,0.014767357404919353,611.2009189189189,532.7309782608695
136,Alex Gordon,568.0,541.0,4.913669064748201,7.364285714285714,139.0,140.0,0.011592413046511842,514.5028214285715,558.3537086330934
137,Mitch Moreland,459.0,576.0,4.266666666666667,5.023255813953488,105.0,129.0,0.0022979170235087206,560.9964767441861,511.8668333333333
138,Evan Longoria,512.0,677.0,4.084745762711864,2.9871794871794872,118.0,156.0,0.014546739320971601,636.713282051282,540.6199237288135
139,Michael Conforto,638.0,440.0,3.5106382978723403,1.7872340425531914,141.0,94.0,0.012884999077846522,533.0746063829787,610.730244680851
140,Josh Reddick,487.0,540.0,5.726495726495727,2.8823529411764706,117.0,119.0,0.009959667190684283,569.5115588235294,507.78685042735043
141,Trey Mancini,636.0,586.0,3.7133333333333334,5.425531914893617,150.0,141.0,0.00716170659870675,561.0142872340425,607.2198666666667
142,Justin Smoak,594.0,637.0,3.1654135338345863,4.122448979591836,133.0,147.0,0.005907512260666898,602.6529693877551,593.0058533834587
143,Jonathan Lucroy,454.0,481.0,8.422413793103448,6.306666666666667,116.0,75.0,0.01208788699519972,497.6014333333333,457.8979051724138
144,Travis Shaw,587.0,606.0,4.242647058823529,3.9577464788732395,136.0,142.0,0.0022928962753403634,589.192809859155,576.1643161764706
145,Yasmani Grandal,518.0,482.0,4.972727272727273,5.415929203539823,110.0,113.0,0.0010266603554680504,509.13321681415925,532.6222727272727
146,Paul DeJong,490.0,443.0,4.8,4.951923076923077,110.0,104.0,0.002646808319885242,495.3799326923077,520.7615000000001
147,Ian Kinsler,534.0,613.0,3.3820224719101124,1.0579710144927537,89.0,138.0,0.006440430905286556,628.6065289855072,560.3231516853932
148,Rafael Devers,490.0,240.0,5.982300884955753,6.303571428571429,113.0,56.0,0.001891626383892111,377.13976785714283,506.118703539823
149,Tim Anderson,606.0,606.0,5.46,4.678082191780822,150.0,146.0,0.0013618287080475109,580.2714520547945,570.5874
150,Carlos Correa,468.0,481.0,3.759259259259259,3.7522935779816513,108.0,109.0,0.0019146223406500996,529.2373440366972,522.6510740740741
151,Dansby Swanson,533.0,551.0,7.088709677419355,6.908396946564886,124.0,131.0,0.00046956494278418737,525.1490038167939,513.9158306451613
152,Kyle Schwarber,510.0,486.0,5.61344537815126,3.4363636363636365,119.0,110.0,0.010576294688998593,535.6501363636364,520.6869789915966
153,Matt Wieters,271.0,465.0,7.064516129032258,7.098214285714286,62.0,112.0,0.0006183298956939693,479.7981160714286,383.21546774193547
154,Daniel Descalso,423.0,398.0,4.766666666666667,5.518072289156627,90.0,83.0,0.006586316509032809,465.8681746987952,487.6743333333333
155,Guillermo Heredia,337.0,426.0,7.465909090909091,6.276190476190476,88.0,105.0,0.0022314830431713548,470.47888095238096,411.2442159090909
156,Billy Hamilton,556.0,633.0,7.176470588235294,1.0588235294117647,136.0,136.0,0.032493512110726645,638.5959705882353,524.3289117647059
157,Ian Desmond,619.0,373.0,5.76510067114094,5.454545454545454,149.0,88.0,0.00265649259350531,454.15495454545453,573.3087281879194
158,Brett Gardner,609.0,682.0,2.441860465116279,1.0571428571428572,129.0,140.0,0.0015770444648023263,663.1167857142857,609.4670581395349
159,Orlando Arcia,366.0,548.0,7.933333333333334,7.866666666666666,90.0,135.0,0.0004244779759183051,511.78083333333336,419.9551666666666
160,Adam Engel,463.0,336.0,8.373983739837398,7.989010989010989,123.0,91.0,0.00032927342460957763,404.2655989010989,462.99771138211383
161,Salvador Perez,544.0,499.0,3.6953125,4.873015873015873,128.0,126.0,0.03023237405293586,524.3571984126984,561.4430546875
162,Ryon Healy,524.0,605.0,6.078740157480315,4.890410958904109,127.0,146.0,0.0037668058280592273,577.1417602739725,521.9243031496063
163,Cory Spangenberg,329.0,486.0,5.606060606060606,5.086206896551724,66.0,116.0,0.0016220226017365066,515.2168275862068,430.2784393939394
164,Nick Ahmed,564.0,178.0,5.96969696969697,6.414634146341464,132.0,41.0,0.005059630353128993,344.764256097561,543.274803030303
165,Jackie Bradley Jr.,535.0,541.0,8.097744360902256,7.131782945736434,133.0,129.0,0.004494790143478202,517.3823682170542,502.41893609022554
166,Jonathan Schoop,501.0,675.0,5.827586206896552,4.38125,29.0,160.0,0.012441321095917559,618.4477187499999,513.5348448275862
167,Ian Happ,462.0,413.0,6.306930693069307,4.366666666666666,101.0,90.0,0.004654227126660838,487.62833333333333,488.0981633663366
168,Austin Hedges,326.0,417.0,6.886075949367089,6.871559633027523,79.0,109.0,0.0022506627014306866,458.60523394495414,412.9254493670886
169,Alcides Escobar,531.0,629.0,7.686131386861314,6.5246913580246915,137.0,162.0,0.002130973548265358,568.9011975308642,505.51676277372263
170,Wilmer Difo,456.0,365.0,7.514851485148514,4.1891891891891895,101.0,74.0,0.012073712144518666,465.8263918918919,470.1380643564356
171,Jason Kipnis,601.0,373.0,5.713286713286713,2.689655172413793,143.0,87.0,0.009452801272951,488.3981206896552,564.950444055944
172,Carlos Santana,679.0,667.0,3.694267515923567,4.248366013071895,157.0,153.0,0.00811956935575498,616.0934869281045,628.9559968152867
173,Matt Davidson,496.0,443.0,4.991379310344827,5.813084112149533,116.0,107.0,0.0035839382695649785,484.714453271028,521.3912672413793
174,Tyler Flowers,296.0,370.0,5.928571428571429,5.77906976744186,70.0,86.0,0.00319881188458798,448.63572093023254,409.78414285714285
175,Justin Bour,501.0,429.0,3.98,5.178217821782178,100.0,101.0,0.017902151749828447,485.57727227722773,536.4172
176,Yangervis Solarte,506.0,512.0,3.7043478260869565,3.721311475409836,115.0,122.0,0.004483185263947798,545.1210573770492,542.3311521739131
177,Evan Gattis,451.0,325.0,6.171428571428572,5.407894736842105,105.0,76.0,0.002146472418863924,430.7327236842105,484.27635714285714
178,Hunter Pence,248.0,539.0,5.531914893617022,3.6557377049180326,47.0,122.0,0.009018516731932045,559.4331885245902,390.6967340425532
179,Jorge Bonifacio,270.0,422.0,4.984375,4.416666666666667,64.0,96.0,0.004020785108024691,491.5090833333333,408.478015625
180,Max Kepler,611.0,568.0,5.5874125874125875,4.625,143.0,128.0,0.0037684941620727513,561.9288750000001,571.509395104895
181,Robinson Chirinos,426.0,309.0,7.106796116504855,7.817073170731708,103.0,82.0,0.00721190229542633,392.8950487804878,460.19183009708735
182,Jake Lamb,238.0,635.0,3.94,4.136986301369863,50.0,146.0,0.012243230958487105,601.4729246575342,405.4126
183,Kyle Seager,630.0,650.0,5.113333333333333,4.881578947368421,150.0,152.0,0.0015878761841250297,599.7511447368421,586.8808666666666
184,James McCann,457.0,391.0,6.464912280701754,6.888888888888889,114.0,99.0,0.001907350708147224,445.39061111111107,483.6415614035088
185,Steven Souza Jr.,272.0,617.0,4.59375,3.9305555555555554,64.0,144.0,0.001080213423782579,595.0295694444444,414.31590625
186,Zack Cozart,253.0,507.0,3.6964285714285716,2.7876106194690267,56.0,113.0,0.026262227732218524,554.1849424778761,415.92923214285713
187,Eric Thames,278.0,551.0,2.9298245614035086,2.2601626016260163,57.0,123.0,0.009215727812526645,582.7173861788617,437.9236228070175
188,Kevin Kiermaier,367.0,421.0,3.6666666666666665,2.6,84.0,95.0,0.004984299198288118,513.5084999999999,473.2978333333333
189,Delino DeShields,393.0,440.0,4.241758241758242,2.7941176470588234,91.0,102.0,0.002770416929066813,520.6043529411764,479.1753241758242
190,Brian Dozier,632.0,705.0,3.85,1.0526315789473684,40.0,152.0,0.010565270083102495,674.6726578947369,603.52725
191,Todd Frazier,472.0,576.0,4.472222222222222,4.703703703703703,108.0,81.0,0.00238467205202459,564.9541296296296,515.8210277777778
192,Brian McCann,216.0,399.0,7.4,6.333333333333333,55.0,96.0,0.00560113245778492,456.27116666666666,351.5605
193,Kole Calhoun,552.0,654.0,3.9612403100775193,3.2549019607843137,129.0,153.0,0.012425839624881859,621.8975392156863,562.1495387596899
194,Matt Joyce,246.0,544.0,1.9555555555555555,3.0161290322580645,45.0,124.0,0.0007864856994814215,569.8547419354838,433.98994444444446
195,JaCoby Jones,467.0,154.0,5.931034482758621,7.976190476190476,116.0,42.0,0.021861693657953776,313.42438095238094,495.25363793103446
196,Chris Owings,309.0,386.0,5.354838709677419,4.438202247191011,62.0,89.0,0.0025363063588583,473.2423651685393,423.38982258064516
197,Joey Gallo,577.0,532.0,5.731343283582089,6.925373134328358,134.0,134.0,0.002546347862676666,515.4387537313432,552.7268134328358
198,Mike Zunino,405.0,435.0,7.660194174757281,7.9375,103.0,112.0,0.0009664693113161309,454.4035625,442.83799514563106
199,Luis Valbuena,288.0,401.0,6.2615384615384615,5.568421052631579,65.0,95.0,0.0024813096792640796,466.7446052631579,401.66034615384615
200,Adam Duvall,427.0,647.0,6.0,4.251655629139073,9.0,151.0,0.030555388607423364,606.0527450331126,474.3995
201,Russell Martin,352.0,365.0,5.9655172413793105,4.459770114942529,87.0,87.0,0.008426182821743662,462.4752471264368,437.32656896551725
202,Jarrod Dyson,237.0,390.0,5.30188679245283,7.252525252525253,53.0,99.0,0.0029525293138043408,440.3869747474747,388.0456320754717
203,Logan Morrison,359.0,601.0,5.209876543209877,4.2898550724637685,81.0,138.0,0.011425021691478493,582.5796449275363,450.18517901234566
204,Dexter Fowler,334.0,491.0,4.821917808219178,2.4017857142857144,73.0,112.0,0.007891330126220751,550.9633839285714,442.49004794520545
205,Chris Davis,522.0,524.0,5.328125,5.031496062992126,128.0,127.0,0.003660880775537593,534.8944212598425,530.220671875
206,Byron Buxton,94.0,511.0,7.96,7.084615384615384,25.0,130.0,0.001751216305062459,502.96653846153845,283.6249
207,,,,,,,,,,
