,team,gamenum,opponent,date,opposinghandedness,pa1,pa2,pa3,pa4,pa5,pa6,pa7,pa8,pa9,dblheader
19,LAA,20,CLE,2022-04-28,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
20,LAA,21,CWS,2022-04-29,R,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,false
21,LAA,22,CWS,2022-04-30,R,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,false
22,LAA,23,CWS,2022-05-01,L,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,false
23,LAA,24,CWS,2022-05-02,R,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,false
24,LAA,25,BOS,2022-05-03,R,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,false
25,LAA,26,BOS,2022-05-04,R,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,false
26,LAA,27,BOS,2022-05-05,L,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
27,LAA,28,WSH,2022-05-06,R,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,false
28,LAA,29,WSH,2022-05-07,R,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
29,LAA,30,WSH,2022-05-08,R,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,false
30,LAA,31,TB,2022-05-09,L,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
31,LAA,32,TB,2022-05-10,R,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,false
32,LAA,33,TB,2022-05-11,L,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
33,LAA,34,OAK,2022-05-13,R,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,false
34,LAA,35,OAK,2022-05-14,R,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,true
35,LAA,36,OAK,2022-05-14,R,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,true
36,LAA,37,OAK,2022-05-15,R,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
37,LAA,38,TEX,2022-05-16,R,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
38,LAA,39,TEX,2022-05-17,L,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,false
39,LAA,40,TEX,2022-05-18,R,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,false
40,LAA,41,OAK,2022-05-20,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
41,LAA,42,OAK,2022-05-21,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
42,LAA,43,OAK,2022-05-22,L,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
43,LAA,44,TEX,2022-05-24,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
44,LAA,45,TEX,2022-05-25,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
45,LAA,46,TOR,2022-05-26,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
46,LAA,47,TOR,2022-05-27,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
47,LAA,48,TOR,2022-05-28,L,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,false
48,LAA,49,TOR,2022-05-29,R,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,false
49,LAA,50,NYY,2022-05-31,L,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
50,LAA,51,NYY,2022-06-02,L,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,true
51,LAA,52,NYY,2022-06-02,L,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,true
52,LAA,53,PHI,2022-06-03,R,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,false
53,LAA,54,PHI,2022-06-04,R,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
54,LAA,55,PHI,2022-06-05,R,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
55,LAA,56,BOS,2022-06-06,R,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,false
56,LAA,57,BOS,2022-06-07,R,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,false
57,LAA,58,BOS,2022-06-08,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
58,LAA,59,BOS,2022-06-09,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
59,LAA,60,NYM,2022-06-10,R,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
60,LAA,61,NYM,2022-06-11,R,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,false
61,LAA,62,NYM,2022-06-12,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
62,LAA,63,LAD,2022-06-14,R,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,false
63,LAA,64,LAD,2022-06-15,L,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,false
64,LAA,65,SEA,2022-06-16,R,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
65,LAA,66,SEA,2022-06-17,L,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,false
66,LAA,67,SEA,2022-06-18,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,true
67,LAA,68,SEA,2022-06-18,R,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,true
68,LAA,69,SEA,2022-06-19,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
69,LAA,70,KC,2022-06-20,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
70,LAA,71,KC,2022-06-21,R,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,false
71,LAA,72,KC,2022-06-22,L,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
72,LAA,73,SEA,2022-06-24,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
73,LAA,74,SEA,2022-06-25,R,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
74,LAA,75,SEA,2022-06-26,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
75,LAA,76,CWS,2022-06-27,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
76,LAA,77,CWS,2022-06-28,R,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
77,LAA,78,CWS,2022-06-29,R,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,false
78,LAA,79,HOU,2022-07-01,R,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,false
79,LAA,80,HOU,2022-07-02,R,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,false
80,HOU,1,LAA,2022-04-07,R,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
81,HOU,2,LAA,2022-04-08,L,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,false
82,HOU,3,LAA,2022-04-09,R,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,false
83,HOU,4,LAA,2022-04-10,L,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,false
84,HOU,5,ARI,2022-04-12,L,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,false
85,HOU,6,ARI,2022-04-13,R,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,false
86,HOU,7,SEA,2022-04-15,L,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,false
87,HOU,8,SEA,2022-04-16,R,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
88,HOU,9,SEA,2022-04-17,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
89,HOU,10,LAA,2022-04-18,R,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,false
90,HOU,11,LAA,2022-04-19,L,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
91,HOU,12,LAA,2022-04-20,R,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,false
92,HOU,13,TOR,2022-04-22,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
93,HOU,14,TOR,2022-04-23,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
94,HOU,15,TOR,2022-04-24,L,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,false
95,HOU,16,TEX,2022-04-25,R,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
96,HOU,17,TEX,2022-04-26,L,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
97,HOU,18,TEX,2022-04-27,R,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
98,HOU,19,TEX,2022-04-28,L,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,false
99,HOU,20,TOR,2022-04-29,L,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,false
100,HOU,21,TOR,2022-04-30,R,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,false
101,HOU,22,TOR,2022-05-01,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
102,HOU,23,SEA,2022-05-02,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
103,HOU,24,SEA,2022-05-03,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
104,HOU,25,SEA,2022-05-04,R,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
105,HOU,26,DET,2022-05-05,L,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,false
106,HOU,27,DET,2022-05-06,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
107,HOU,28,DET,2022-05-07,L,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,false
108,HOU,29,DET,2022-05-08,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
109,HOU,30,MIN,2022-05-10,R,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,false
110,HOU,31,MIN,2022-05-11,R,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,false
111,HOU,32,MIN,2022-05-12,R,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,false
112,HOU,33,WSH,2022-05-13,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
113,HOU,34,WSH,2022-05-14,R,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,false
114,HOU,35,WSH,2022-05-15,L,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,false
115,HOU,36,BOS,2022-05-16,R,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
116,HOU,37,BOS,2022-05-17,R,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,false
117,HOU,38,BOS,2022-05-18,R,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,false
118,HOU,39,TEX,2022-05-19,R,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
119,HOU,40,TEX,2022-05-20,L,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,false
120,HOU,41,TEX,2022-05-21,R,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,false
121,HOU,42,TEX,2022-05-22,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
122,HOU,43,CLE,2022-05-23,R,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,false
123,HOU,44,CLE,2022-05-24,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
124,HOU,45,CLE,2022-05-25,R,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,false
125,HOU,46,SEA,2022-05-27,R,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
126,HOU,47,SEA,2022-05-28,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
127,HOU,48,SEA,2022-05-29,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
128,HOU,49,OAK,2022-05-30,R,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
129,HOU,50,OAK,2022-05-31,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
130,HOU,51,OAK,2022-06-01,L,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,false
131,HOU,52,KC,2022-06-03,R,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,false
132,HOU,53,KC,2022-06-04,L,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
133,HOU,54,KC,2022-06-05,R,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,false
134,HOU,55,SEA,2022-06-06,L,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,false
135,HOU,56,SEA,2022-06-07,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
136,HOU,57,SEA,2022-06-08,R,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
137,HOU,58,MIA,2022-06-10,R,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,false
138,HOU,59,MIA,2022-06-11,L,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
139,HOU,60,MIA,2022-06-12,R,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,false
140,HOU,61,TEX,2022-06-13,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
141,HOU,62,TEX,2022-06-14,R,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
142,HOU,63,TEX,2022-06-15,R,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,false
143,HOU,64,CWS,2022-06-17,R,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,false
144,HOU,65,CWS,2022-06-18,R,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,false
145,HOU,66,CWS,2022-06-19,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
146,HOU,67,NYM,2022-06-21,R,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
147,HOU,68,NYM,2022-06-22,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
148,HOU,69,NYY,2022-06-23,R,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,false
149,HOU,70,NYY,2022-06-24,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
150,HOU,71,NYY,2022-06-25,R,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
151,HOU,72,NYY,2022-06-26,L,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,false
152,HOU,73,NYM,2022-06-28,R,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,false
153,HOU,74,NYM,2022-06-29,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
154,HOU,75,NYY,2022-06-30,R,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,false
155,HOU,76,LAA,2022-07-01,R,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
156,HOU,77,LAA,2022-07-02,L,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,false
157,OAK,1,PHI,2022-04-08,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
158,OAK,2,PHI,2022-04-09,R,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,false
159,OAK,3,PHI,2022-04-10,R,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,false
160,OAK,4,TB,2022-04-11,R,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,false
161,OAK,5,TB,2022-04-12,R,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,false
162,OAK,6,TB,2022-04-13,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
163,OAK,7,TB,2022-04-14,L,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
164,OAK,8,TOR,2022-04-15,R,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,false
165,OAK,9,TOR,2022-04-16,L,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
166,OAK,10,TOR,2022-04-17,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
167,OAK,11,BAL,2022-04-18,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
168,OAK,12,BAL,2022-04-19,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
169,OAK,13,BAL,2022-04-20,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
170,OAK,14,BAL,2022-04-21,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
171,OAK,15,TEX,2022-04-22,R,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,false
172,OAK,16,TEX,2022-04-23,L,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,false
173,OAK,17,TEX,2022-04-24,R,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,false
174,OAK,18,SF,2022-04-26,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
175,OAK,19,SF,2022-04-27,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
176,OAK,20,CLE,2022-04-29,R,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,false
177,OAK,21,CLE,2022-04-30,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
178,OAK,22,CLE,2022-05-01,R,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
179,OAK,23,TB,2022-05-02,R,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,false
180,OAK,24,TB,2022-05-03,L,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,false
181,OAK,25,TB,2022-05-04,R,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,false
182,OAK,26,MIN,2022-05-06,R,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,false
183,OAK,27,MIN,2022-05-07,R,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,false
184,OAK,28,MIN,2022-05-08,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
185,OAK,29,DET,2022-05-09,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
186,OAK,30,DET,2022-05-10,R,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,true
187,OAK,31,DET,2022-05-10,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,true
188,OAK,32,DET,2022-05-11,L,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,false
189,OAK,33,DET,2022-05-12,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
190,OAK,34,LAA,2022-05-13,R,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,false
191,OAK,35,LAA,2022-05-14,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,true
192,OAK,36,LAA,2022-05-14,R,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,true
193,OAK,37,LAA,2022-05-15,L,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
194,OAK,38,MIN,2022-05-16,R,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,false
195,OAK,39,MIN,2022-05-17,R,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,false
196,OAK,40,MIN,2022-05-18,R,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,false
197,OAK,41,LAA,2022-05-20,R,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
198,OAK,42,LAA,2022-05-21,R,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
199,OAK,43,LAA,2022-05-22,L,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,false
200,OAK,44,SEA,2022-05-23,L,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,false
201,OAK,45,SEA,2022-05-24,R,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,false
202,OAK,46,SEA,2022-05-25,L,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
203,OAK,47,TEX,2022-05-26,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
204,OAK,48,TEX,2022-05-27,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
205,OAK,49,TEX,2022-05-28,L,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,false
206,OAK,50,TEX,2022-05-29,R,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,false
207,OAK,51,HOU,2022-05-30,L,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,false
208,OAK,52,HOU,2022-05-31,R,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,false
209,OAK,53,HOU,2022-06-01,R,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,false
210,OAK,54,BOS,2022-06-03,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
211,OAK,55,BOS,2022-06-04,R,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,false
212,OAK,56,BOS,2022-06-05,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
213,OAK,57,ATL,2022-06-07,R,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,false
214,OAK,58,ATL,2022-06-08,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
215,OAK,59,CLE,2022-06-09,L,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
216,OAK,60,CLE,2022-06-10,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
217,OAK,61,CLE,2022-06-11,R,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,false
218,OAK,62,CLE,2022-06-12,R,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
219,OAK,63,BOS,2022-06-14,R,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,false
220,OAK,64,BOS,2022-06-15,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
221,OAK,65,BOS,2022-06-16,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
222,OAK,66,KC,2022-06-17,L,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
223,OAK,67,KC,2022-06-18,R,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,false
224,OAK,68,KC,2022-06-19,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
225,OAK,69,SEA,2022-06-21,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
226,OAK,70,SEA,2022-06-22,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
227,OAK,71,SEA,2022-06-23,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
228,OAK,72,KC,2022-06-24,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
229,OAK,73,KC,2022-06-25,R,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,false
230,OAK,74,KC,2022-06-26,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
231,OAK,75,NYY,2022-06-27,L,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
232,OAK,76,NYY,2022-06-28,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
233,OAK,77,NYY,2022-06-29,R,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,false
234,OAK,78,SEA,2022-06-30,R,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,false
